prompt_id,model_name,control,mode,eci_raw,eci_residualized,early_eci_raw,effective_ranks,participation_ratios,variances,window_starts,window_ends
qa075,mistralai/Mistral-7B-v0.1,none,natural_long,-0.009434058449485088,-0.009434058449485088,0.02972538471221923,"[98.44010925292969, 99.08506774902344, 102.75770568847656, 103.55731201171875, 95.40769958496094, 91.05780792236328, 91.3865737915039, 100.25955200195312, 102.98220825195312, 94.84130096435547, 90.54059600830078]","[71.0699691772461, 71.75857543945312, 77.24739074707031, 79.40553283691406, 68.37406921386719, 62.53078079223633, 64.15436553955078, 75.99507141113281, 79.39265441894531, 68.84489440917969, 63.668861389160156]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa076,mistralai/Mistral-7B-v0.1,none,natural_long,-0.0063244232109614775,-0.0063244232109614775,-0.007372939586639402,"[99.75330352783203, 97.97515869140625, 94.66925048828125, 99.28237915039062, 100.35151672363281, 95.04181671142578, 96.0369873046875]","[71.72105407714844, 70.26510620117188, 67.22407531738281, 73.7957763671875, 74.62601470947266, 68.20697784423828, 69.56990051269531]","[inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384]","[128, 192, 256, 320, 384, 448, 512]"
qa077,mistralai/Mistral-7B-v0.1,none,natural_long,-0.03479008674621583,-0.03479008674621583,-0.03588056564331054,"[98.74523162841797, 92.14312744140625, 89.74224090576172, 91.89100646972656, 87.73846435546875]","[71.02330780029297, 65.22749328613281, 63.85846710205078, 65.0726318359375, 60.68804168701172]","[inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256]","[128, 192, 256, 320, 384]"
qa078,mistralai/Mistral-7B-v0.1,none,natural_long,-0.006261110305786131,-0.006261110305786131,-0.006261110305786131,"[101.84457397460938, 101.32709503173828, 101.04315185546875]","[76.83938598632812, 77.11495208740234, 76.5879898071289]","[inf, inf, inf]","[0, 64, 128]","[128, 192, 256]"
qa079,mistralai/Mistral-7B-v0.1,none,natural_long,0.005989589009966169,0.005989589009966169,0.014257729053497314,"[97.39440155029297, 98.0164566040039, 99.51879119873047, 99.93527221679688, 96.52032470703125, 100.89212036132812]","[69.21984100341797, 71.47958374023438, 73.73650360107422, 75.31317901611328, 71.32737731933594, 76.4874267578125]","[inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320]","[128, 192, 256, 320, 384, 448]"
qa080,mistralai/Mistral-7B-v0.1,none,natural_long,-0.02307615876197815,-0.02307615876197815,-0.03357925415039062,"[109.63031768798828, 110.23798370361328, 106.5618896484375, 103.69210815429688, 102.99586486816406, 101.03924560546875, 101.164306640625, 99.95208740234375, 98.55363464355469]","[87.45962524414062, 90.54811096191406, 83.83206939697266, 78.64559936523438, 76.35688781738281, 74.10880279541016, 74.95172119140625, 72.70428466796875, 70.81352996826172]","[inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512]","[128, 192, 256, 320, 384, 448, 512, 576, 640]"
qa081,mistralai/Mistral-7B-v0.1,none,natural_long,-0.0009628136952718103,-0.0009628136952718103,0.018242299556732174,"[98.89418029785156, 96.05651092529297, 99.02139282226562, 101.79757690429688, 98.3740005493164, 92.89566040039062, 95.96471405029297, 97.23004913330078, 100.84354400634766]","[70.65562438964844, 68.71575164794922, 72.68466186523438, 75.50188446044922, 72.70032501220703, 67.49956512451172, 70.43917846679688, 72.28582000732422, 77.38213348388672]","[inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512]","[128, 192, 256, 320, 384, 448, 512, 576, 640]"
qa082,mistralai/Mistral-7B-v0.1,none,natural_long,-0.02191495895385743,-0.02191495895385743,-0.025093674659728997,"[99.4872055053711, 99.5208740234375, 97.20209503173828, 94.90681457519531, 94.78144836425781]","[72.36320495605469, 73.19518280029297, 69.39142608642578, 66.28800964355469, 67.46862030029297]","[inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256]","[128, 192, 256, 320, 384]"
qa083,mistralai/Mistral-7B-v0.1,none,natural_long,-8.201599121093826e-06,-8.201599121093826e-06,-8.201599121093826e-06,"[98.15547180175781, 97.14987182617188, 98.00215148925781, 97.86962890625]","[70.97526550292969, 69.84808349609375, 71.37078857421875, 71.76203155517578]","[inf, inf, inf, inf]","[0, 64, 128, 192]","[128, 192, 256, 320]"
qa084,mistralai/Mistral-7B-v0.1,none,natural_long,0.002734298055822201,0.002734298055822201,0.005703401565551756,"[99.9398422241211, 94.95819091796875, 99.61000061035156, 99.60596466064453, 94.43836212158203, 98.4523696899414, 97.77130126953125, 99.10376739501953, 99.66558837890625, 98.6983871459961, 100.29851531982422]","[73.39653015136719, 68.33767700195312, 74.25343322753906, 73.82258605957031, 68.31941986083984, 72.64348602294922, 72.06275939941406, 74.19091033935547, 74.50209045410156, 73.095703125, 74.60282897949219]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa085,mistralai/Mistral-7B-v0.1,none,natural_long,-0.0016156023198908023,-0.0016156023198908023,-0.06611034870147704,"[99.75920867919922, 94.39897155761719, 93.36602020263672, 85.99998474121094, 97.56229400634766, 100.26978302001953, 98.84778594970703, 92.61100769042969, 96.9713134765625, 96.40266418457031, 90.81680297851562]","[72.0227279663086, 65.58523559570312, 65.88838195800781, 59.19828796386719, 72.8074722290039, 74.35303497314453, 71.9739990234375, 65.70121765136719, 68.69889831542969, 68.98037719726562, 63.31715393066406]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa086,mistralai/Mistral-7B-v0.1,none,natural_long,0.0016695261001586916,0.0016695261001586916,0.0031539797782897954,"[98.64777374267578, 97.47235870361328, 96.39429473876953, 99.67997741699219, 97.96273040771484, 97.87303161621094, 100.63377380371094, 97.87322235107422, 98.28186798095703]","[70.83250427246094, 70.61840057373047, 69.5208511352539, 73.80220794677734, 71.8758544921875, 72.97261047363281, 75.25425720214844, 70.71400451660156, 71.62196350097656]","[inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512]","[128, 192, 256, 320, 384, 448, 512, 576, 640]"
qa087,mistralai/Mistral-7B-v0.1,none,natural_long,-0.014965668591586032,-0.014965668591586032,0.03038966655731201,"[106.10419464111328, 111.71330261230469, 113.49649047851562, 111.99292755126953, 110.17555236816406, 109.33265686035156, 105.20636749267578, 101.13477325439453, 96.48258972167969, 104.40377044677734, 106.42559814453125]","[81.16893768310547, 92.45169067382812, 96.09974670410156, 93.64168548583984, 90.0897445678711, 88.58806610107422, 82.72917938232422, 76.18866729736328, 69.22010803222656, 80.99176025390625, 83.56484985351562]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa088,mistralai/Mistral-7B-v0.1,none,natural_long,-0.050105590170080025,-0.050105590170080025,0.019424390792846673,"[95.63804626464844, 99.12494659423828, 101.22785186767578, 99.08094787597656, 99.871826171875, 99.35066223144531, 95.87574768066406, 84.65355682373047, 81.44590759277344, 71.39695739746094, 65.71110534667969]","[66.74271392822266, 73.05811309814453, 75.58053588867188, 71.60884094238281, 73.87608337402344, 72.22724151611328, 67.4050521850586, 57.078426361083984, 53.56659698486328, 43.440616607666016, 40.577266693115234]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa089,mistralai/Mistral-7B-v0.1,none,natural_long,-0.007547731833024462,-0.007547731833024462,-0.036738002300262446,"[106.92816162109375, 108.00155639648438, 103.2095718383789, 100.68804931640625, 105.20938873291016, 101.45028686523438, 99.11289978027344, 99.74836730957031, 100.46571350097656, 103.43079376220703, 103.19905090332031]","[83.86980438232422, 86.0332260131836, 77.49775695800781, 74.84005737304688, 81.5261001586914, 76.19751739501953, 72.27678680419922, 73.75932312011719, 75.23500061035156, 79.77947998046875, 78.897216796875]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa090,mistralai/Mistral-7B-v0.1,none,natural_long,0.018596263365312067,0.018596263365312067,0.034073674678802485,"[81.15267181396484, 72.56879425048828, 77.95067596435547, 86.62776184082031, 86.93799591064453, 91.49793243408203, 82.01810455322266, 71.83782958984375, 76.48358917236328, 91.97894287109375, 99.58829498291016]","[45.403385162353516, 35.086795806884766, 44.61671829223633, 55.13972473144531, 53.99560546875, 60.727481842041016, 49.3661003112793, 35.78508377075195, 43.31211471557617, 65.31768035888672, 72.9383316040039]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa091,mistralai/Mistral-7B-v0.1,none,natural_long,-0.019584321975708006,-0.019584321975708006,-0.021871995925903318,"[96.72064971923828, 92.52515411376953, 92.49193572998047, 92.0656967163086, 90.68339538574219]","[67.39765930175781, 61.820457458496094, 62.84868240356445, 61.39799118041992, 57.905120849609375]","[inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256]","[128, 192, 256, 320, 384]"
qa092,mistralai/Mistral-7B-v0.1,none,natural_long,0.016028712012551054,0.016028712012551054,0.03557044267654419,"[99.5732421875, 96.73392486572266, 102.31673431396484, 105.30066680908203, 106.32719421386719, 106.8591537475586, 107.23121643066406, 108.00422668457031, 108.70405578613281, 108.18318176269531, 107.88764190673828]","[66.80342864990234, 53.86908721923828, 63.35573959350586, 69.3794174194336, 70.9964599609375, 72.68563079833984, 73.99976348876953, 75.43460083007812, 76.99192810058594, 76.01084899902344, 75.33847045898438]","[inf, inf, 13.4453125, 14.609375, 14.859375, 15.453125, 15.8515625, 16.109375, 16.46875, 16.1875, 16.015625]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa093,mistralai/Mistral-7B-v0.1,none,natural_long,-0.011786091327667236,-0.011786091327667236,-0.011786091327667236,"[94.46385192871094, 93.3126220703125, 89.50924682617188, 93.21727752685547]","[63.52579879760742, 63.670223236083984, 60.24856185913086, 64.54194641113281]","[inf, inf, inf, inf]","[0, 64, 128, 192]","[128, 192, 256, 320]"
qa094,mistralai/Mistral-7B-v0.1,none,natural_long,-0.0030403852462768527,-0.0030403852462768527,-0.0030403852462768527,"[93.50977325439453, 91.07340240478516, 87.04596710205078, 94.2036361694336]","[61.24281692504883, 59.282127380371094, 56.639225006103516, 64.75374603271484]","[inf, inf, inf, inf]","[0, 64, 128, 192]","[128, 192, 256, 320]"
qa095,mistralai/Mistral-7B-v0.1,none,natural_long,0.010421974318368093,0.010421974318368093,0.00975806713104248,"[93.44380187988281, 94.08502960205078, 94.65078735351562, 95.3369369506836, 96.64864349365234, 96.78015899658203, 97.20648956298828]","[63.09807205200195, 62.63044738769531, 63.54771041870117, 65.83629608154297, 67.1897964477539, 67.64701843261719, 69.27630615234375]","[inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384]","[128, 192, 256, 320, 384, 448, 512]"
qa096,mistralai/Mistral-7B-v0.1,none,natural_long,0.03737765550613402,0.03737765550613402,0.03737765550613402,"[93.9589614868164, 94.43966674804688, 98.74330139160156]","[61.59294509887695, 64.73040008544922, 70.13037109375]","[inf, inf, inf]","[0, 64, 128]","[128, 192, 256]"
qa097,mistralai/Mistral-7B-v0.1,none,natural_long,0.006635785102844236,0.006635785102844236,0.006635785102844236,"[97.32852172851562, 97.75321197509766]","[67.36225128173828, 69.82762145996094]","[inf, inf]","[0, 64]","[128, 192]"
qa098,mistralai/Mistral-7B-v0.1,none,natural_long,-0.011685285423741198,-0.011685285423741198,0.007584965229034423,"[95.31698608398438, 99.0897445678711, 97.85591125488281, 97.34638977050781, 102.76122283935547, 97.84228515625, 96.20745849609375, 100.99353790283203, 92.90319061279297, 85.60108184814453]","[65.35977172851562, 71.2308120727539, 69.88212585449219, 70.03025817871094, 77.28294372558594, 70.08123779296875, 68.59615325927734, 74.02716064453125, 63.449764251708984, 55.893856048583984]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704]"
qa099,mistralai/Mistral-7B-v0.1,none,natural_long,0.00910517828805106,0.00910517828805106,-0.0647984504699707,"[93.67404174804688, 88.35993194580078, 83.20825958251953, 81.56759643554688, 97.82819366455078, 92.40033721923828]","[62.171234130859375, 56.59211730957031, 53.167236328125, 52.31302261352539, 70.90019226074219, 64.9094467163086]","[inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320]","[128, 192, 256, 320, 384, 448]"
qa100,mistralai/Mistral-7B-v0.1,none,natural_long,0.0,0.0,0.0,[],[],[],[],[]
qa101,mistralai/Mistral-7B-v0.1,none,natural_long,0.0035386594859036545,0.0035386594859036545,0.0004447460174560552,"[91.06940460205078, 89.5016860961914, 89.58575439453125, 91.13626098632812, 94.9291763305664, 93.98566436767578, 90.32524108886719, 91.93018341064453, 89.55107116699219, 88.65493774414062, 97.35326385498047]","[57.486698150634766, 56.1722412109375, 57.535064697265625, 59.961769104003906, 64.86116790771484, 63.84671401977539, 59.8336181640625, 61.53540802001953, 57.07198715209961, 55.67328643798828, 67.22612762451172]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa102,mistralai/Mistral-7B-v0.1,none,natural_long,0.005743741989135742,0.005743741989135742,0.005743741989135742,"[90.74676513671875, 89.82315826416016, 91.48196411132812]","[57.52089309692383, 56.40514373779297, 59.35036849975586]","[inf, inf, inf]","[0, 64, 128]","[128, 192, 256]"
qa103,mistralai/Mistral-7B-v0.1,none,natural_long,-0.08344241976737973,-0.08344241976737973,-0.04098837375640869,"[96.78487396240234, 91.43346405029297, 94.76815795898438, 86.92912292480469, 81.05101013183594, 69.5970458984375, 66.07192993164062]","[64.87964630126953, 59.35382080078125, 62.96324920654297, 56.042884826660156, 49.99528121948242, 40.991722106933594, 37.83452224731445]","[inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384]","[128, 192, 256, 320, 384, 448, 512]"
qa104,mistralai/Mistral-7B-v0.1,none,natural_long,-0.036313602057370296,-0.036313602057370296,0.006123614311218262,"[94.48957824707031, 90.77350616455078, 94.34380340576172, 94.60585021972656, 92.95610046386719, 89.17430877685547, 80.9913558959961, 89.3570327758789, 79.49046325683594, 74.58074951171875, 69.71871185302734]","[62.881343841552734, 59.83837127685547, 63.321983337402344, 64.2427749633789, 63.72168731689453, 59.92728805541992, 52.37932205200195, 60.10074234008789, 52.36471176147461, 48.2674560546875, 45.257415771484375]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa105,mistralai/Mistral-7B-v0.1,none,natural_long,-0.021740549260919752,-0.021740549260919752,-0.04968329668045044,"[93.05242156982422, 95.3719482421875, 90.6083984375, 84.04116821289062, 77.9130630493164, 83.21941375732422, 81.74507141113281, 80.62398529052734, 79.69229125976562, 80.82777404785156, 81.22720336914062]","[59.97652816772461, 64.23072814941406, 59.71553039550781, 54.113487243652344, 49.13387680053711, 53.44716262817383, 53.100337982177734, 52.428688049316406, 51.737937927246094, 53.09185791015625, 52.6850700378418]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa106,mistralai/Mistral-7B-v0.1,none,natural_long,-0.04499048505510602,-0.04499048505510602,0.007911062240600585,"[96.40119171142578, 98.49858093261719, 97.65760803222656, 98.36920928955078, 98.83110809326172, 75.90361785888672]","[68.35498809814453, 72.66619110107422, 71.17413330078125, 72.53841400146484, 73.67013549804688, 52.38069534301758]","[inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320]","[128, 192, 256, 320, 384, 448]"
qa107,mistralai/Mistral-7B-v0.1,none,natural_long,0.04674768447875975,0.04674768447875975,0.04674768447875975,"[87.13533782958984, 85.87345123291016, 93.1190414428711]","[54.77994918823242, 52.15849304199219, 61.68660354614258]","[inf, inf, inf]","[0, 64, 128]","[128, 192, 256]"
qa108,mistralai/Mistral-7B-v0.1,none,natural_long,0.03128657341003418,0.03128657341003418,0.02191436290740966,"[94.0494155883789, 87.22296905517578, 88.65045928955078, 98.24864959716797, 98.54827880859375]","[61.95757293701172, 53.37816619873047, 56.2320442199707, 70.02474975585938, 70.71174621582031]","[inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256]","[128, 192, 256, 320, 384]"
qa109,mistralai/Mistral-7B-v0.1,none,natural_long,-0.021785775097933693,-0.021785775097933693,-0.02436451911926269,"[98.87154388427734, 98.2011489868164, 93.5647964477539, 95.21923065185547, 98.76576232910156, 89.80174255371094, 85.82874298095703, 88.48768615722656, 88.849609375, 86.0489273071289, 86.02808380126953]","[70.46270751953125, 70.38500213623047, 65.34536743164062, 67.40153503417969, 72.68878936767578, 62.32878112792969, 58.3459358215332, 61.94103240966797, 61.44709396362305, 57.63707733154297, 58.03997039794922]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa110,mistralai/Mistral-7B-v0.1,none,natural_long,0.0012342853979630908,0.0012342853979630908,-0.021324193477630607,"[102.55299377441406, 102.45352172851562, 99.4314193725586, 99.01119995117188, 97.44373321533203, 99.96939849853516, 102.23416900634766, 102.53305053710938, 103.25682830810547, 101.18374633789062, 100.64461517333984]","[76.05612182617188, 76.78914642333984, 73.06478881835938, 72.44304656982422, 69.79444122314453, 73.08717346191406, 76.79161071777344, 77.70996856689453, 79.26417541503906, 76.02533721923828, 74.54193115234375]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa111,mistralai/Mistral-7B-v0.1,none,natural_long,-0.02423819303512573,-0.02423819303512573,-0.02423819303512573,"[105.95539855957031, 108.76617431640625, 104.0792465209961, 102.34689331054688]","[82.27691650390625, 87.65982055664062, 79.67408752441406, 77.5970687866211]","[inf, inf, inf, inf]","[0, 64, 128, 192]","[128, 192, 256, 320]"
qa112,mistralai/Mistral-7B-v0.1,none,natural_long,0.119251012802124,0.119251012802124,0.119251012802124,"[100.031005859375, 107.66307067871094]","[73.30345153808594, 87.36682891845703]","[inf, inf]","[0, 64]","[128, 192]"
qa113,mistralai/Mistral-7B-v0.1,none,natural_long,-0.017357790470123296,-0.017357790470123296,0.037233245372772214,"[97.78948974609375, 101.11819458007812, 102.95845031738281, 105.1191635131836, 103.9229736328125, 100.30846405029297, 102.13900756835938, 90.09841918945312, 93.49005889892578, 96.88802337646484, 88.77998352050781]","[70.73400115966797, 75.60150146484375, 78.19302368164062, 80.43955993652344, 79.97953796386719, 75.30699157714844, 78.02679443359375, 64.67491149902344, 67.5678482055664, 72.40972137451172, 62.60359573364258]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa114,mistralai/Mistral-7B-v0.1,none,natural_long,0.00047242858193137407,0.00047242858193137407,-0.002009618282318116,"[102.46443176269531, 104.88449096679688, 103.8941421508789, 102.36582946777344, 104.4921875, 104.32086944580078, 101.57438659667969, 104.0858383178711, 104.5216293334961, 105.09856414794922, 102.4774169921875]","[76.0224380493164, 80.1273422241211, 79.38841247558594, 77.64250183105469, 80.72876739501953, 78.98027801513672, 74.90713500976562, 77.63800048828125, 78.35413360595703, 79.52867126464844, 77.67031860351562]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa115,mistralai/Mistral-7B-v0.1,none,natural_long,-0.02289880297400736,-0.02289880297400736,-0.015361416339874265,"[100.61515045166016, 100.9155044555664, 101.09510040283203, 97.27818298339844, 91.38700103759766, 89.67423248291016, 83.71560668945312, 89.43739318847656, 90.17961883544922, 86.5308609008789, 91.10123443603516]","[74.3781967163086, 75.7065658569336, 76.47697448730469, 72.85762786865234, 66.50675201416016, 65.03948974609375, 58.17487335205078, 64.31258392333984, 65.27619934082031, 61.0828857421875, 65.99095153808594]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa116,mistralai/Mistral-7B-v0.1,none,natural_long,-0.010197126865386964,-0.010197126865386964,-0.017979121208190917,"[95.2479248046875, 94.42355346679688, 94.1485824584961, 91.50403594970703, 93.4446029663086]","[64.99341583251953, 65.88800811767578, 66.25068664550781, 64.89636993408203, 67.27308654785156]","[inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256]","[128, 192, 256, 320, 384]"
qa117,mistralai/Mistral-7B-v0.1,none,natural_long,-0.13671468875624923,-0.13671468875624923,0.017689812183380126,"[89.9239501953125, 91.4002456665039, 93.46501159667969, 93.009521484375, 89.5128173828125, 68.13622283935547, 38.44547653198242, 30.43727684020996, 27.64321517944336, 25.42181968688965, 24.947853088378906]","[56.44322204589844, 59.10567855834961, 61.63259506225586, 61.575016021728516, 57.82390213012695, 38.24422836303711, 17.913780212402344, 13.797815322875977, 12.262162208557129, 11.32375717163086, 11.019680976867676]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa118,mistralai/Mistral-7B-v0.1,none,natural_long,0.012104630470275875,0.012104630470275875,0.012104630470275875,"[92.50366973876953, 93.27836608886719]","[62.70228958129883, 63.73625183105469]","[inf, inf]","[0, 64]","[128, 192]"
qa119,mistralai/Mistral-7B-v0.1,none,natural_long,-0.014962936531413692,-0.014962936531413692,-0.03917009830474853,"[109.12567138671875, 110.38041687011719, 105.05307006835938, 102.545166015625, 97.55158996582031, 100.5182876586914, 101.40965270996094, 100.7189712524414, 100.42475891113281, 98.61634826660156, 100.20496368408203]","[88.4262924194336, 89.9656753540039, 80.82860565185547, 77.22865295410156, 71.64647674560547, 75.50852966308594, 75.37005615234375, 75.48152923583984, 75.07845306396484, 72.35208892822266, 75.04978942871094]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa120,mistralai/Mistral-7B-v0.1,none,natural_long,0.04068797826766967,0.04068797826766967,0.04068797826766967,"[97.75740814208984, 98.72888946533203, 102.96546936035156]","[69.53172302246094, 72.86328887939453, 77.54491424560547]","[inf, inf, inf]","[0, 64, 128]","[128, 192, 256]"
qa121,mistralai/Mistral-7B-v0.1,none,natural_long,-0.01725506782531737,-0.01725506782531737,-0.01725506782531737,"[92.7887954711914, 89.29522705078125, 90.58014678955078]","[62.93189239501953, 60.36102294921875, 62.994075775146484]","[inf, inf, inf]","[0, 64, 128]","[128, 192, 256]"
qa122,mistralai/Mistral-7B-v0.1,none,natural_long,-0.031664717197418216,-0.031664717197418216,-0.031664717197418216,"[97.30973052978516, 96.12193298339844, 93.18611907958984, 91.53319549560547]","[70.40167236328125, 70.4647216796875, 65.21661376953125, 63.44220733642578]","[inf, inf, inf, inf]","[0, 64, 128, 192]","[128, 192, 256, 320]"
qa123,mistralai/Mistral-7B-v0.1,none,natural_long,-0.022772312164306637,-0.022772312164306637,-0.022772312164306637,"[91.6124038696289, 90.15497589111328]","[61.8104248046875, 62.13985824584961]","[inf, inf]","[0, 64]","[128, 192]"
qa124,mistralai/Mistral-7B-v0.1,none,natural_long,0.010382086038589483,0.010382086038589483,0.020443272590637204,"[93.13619232177734, 93.01441192626953, 94.89777374267578, 96.86963653564453, 93.52545928955078, 99.32659912109375, 102.28058624267578, 93.07061004638672]","[63.80364990234375, 65.37077331542969, 67.39918518066406, 71.61695098876953, 66.67302703857422, 71.70175170898438, 76.6756591796875, 67.23739624023438]","[inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448]","[128, 192, 256, 320, 384, 448, 512, 576]"
qa125,mistralai/Mistral-7B-v0.1,none,natural_long,-0.011763085740985293,-0.011763085740985293,-0.016259360313415527,"[101.56382751464844, 108.15234375, 106.04279327392578, 98.79834747314453, 94.87812805175781, 95.6308822631836, 99.10065460205078, 104.79585266113281, 102.34146118164062, 92.78971862792969]","[76.9574203491211, 86.9730453491211, 82.79257202148438, 72.80187225341797, 65.54560089111328, 66.57020568847656, 71.99867248535156, 80.67566680908203, 77.25751495361328, 64.85447692871094]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704]"
qa126,mistralai/Mistral-7B-v0.1,none,natural_long,0.0048131563446738536,0.0048131563446738536,0.02778747081756591,"[96.98171997070312, 99.75988006591797, 101.19908905029297, 102.42997741699219, 104.94001770019531, 103.68489074707031, 101.31684875488281, 104.08549499511719, 101.44514465332031, 101.54776000976562, 102.24313354492188]","[69.71182250976562, 73.46729278564453, 76.77003479003906, 78.63801574707031, 80.74469757080078, 79.81100463867188, 75.9106216430664, 80.1436767578125, 78.01799011230469, 76.06742095947266, 76.34554290771484]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320, 384, 448, 512, 576, 640]","[128, 192, 256, 320, 384, 448, 512, 576, 640, 704, 768]"
qa127,mistralai/Mistral-7B-v0.1,none,natural_long,-0.009388974734715052,-0.009388974734715052,0.007270181179046631,"[98.27057647705078, 99.60662841796875, 100.60201263427734, 99.48975372314453, 97.8585205078125, 95.33563232421875]","[69.11669158935547, 73.20558166503906, 74.06200408935547, 72.0792236328125, 71.9817886352539, 69.66229248046875]","[inf, inf, inf, inf, inf, inf]","[0, 64, 128, 192, 256, 320]","[128, 192, 256, 320, 384, 448]"
qa128,mistralai/Mistral-7B-v0.1,none,natural_long,0.04014939069747924,0.04014939069747924,0.04014939069747924,"[89.51261138916016, 89.09312438964844, 94.6517333984375]","[59.77822494506836, 60.58966064453125, 66.05171966552734]","[inf, inf, inf]","[0, 64, 128]","[128, 192, 256]"
